context_code,response_code,context_type,context,response,sarcasm_ev1,sarcasm_ev2,sarcasm_ev3,mustard_id
11T,R4,none,"John has a theater audition tomorrow and Crofton is trying to help him by running some lines with him. Johns line goes, ""I just want to go back to my cell, 'cause in my cell I can smoke."" Crofton says his line, ""Smoke away!"" And John lights up a cigarette. But he inhales too much puff and starts coughing excessively.","Crofton says, ""Take it easy man!""",3,3,2,367
11T,R4,none,"John: I just want to go back to my cell, cause in my cell I can smoke. Crofton: Smoke away!",Crofton: Take it easy man!,3,2,2,367
11T,R4,none,,Crofton: Take it easy man!,0,1,1,367
11T,R5,none,"John has a theater audition tomorrow and Crofton is trying to help him by running some lines with him. Johns line goes, ""I just want to go back to my cell, 'cause in my cell I can smoke."" Crofton says his line, ""Smoke away!"" And John lights up a cigarette. But he inhales too much puff and starts coughing excessively.","Crofton says, ""Chimney.""",0,4,4,367
11T,R5,none,"John: I just want to go back to my cell, cause in my cell I can smoke. Crofton: Smoke away!",Crofton: Chimney!,5,5,4,367
11T,R5,none,,Crofton: Chimney!,0,0,0,367
11T,R6,none,"John has a theater audition tomorrow and Crofton is trying to help him by running some lines with him. Johns line goes, ""I just want to go back to my cell, 'cause in my cell I can smoke."" Crofton says his line, ""Smoke away!"" And John lights up a cigarette. But he inhales too much puff and starts coughing excessively.","Crofton says, ""Hey Kiddo take it easy, is this your first smoke?""",0,2,4,367
11T,R6,none,"John: I just want to go back to my cell, cause in my cell I can smoke. Crofton: Smoke away!","Crofton: Hey Kiddo take it easy, is this your first smoke?",3,3,3,367
11T,R6,none,,"Crofton: Hey Kiddo take it easy, is this your first smoke?",3,3,0,367
11T,R7,none,"John has a theater audition tomorrow and Crofton is trying to help him by running some lines with him. Johns line goes, ""I just want to go back to my cell, 'cause in my cell I can smoke."" Crofton says his line, ""Smoke away!"" And John lights up a cigarette. But he inhales too much puff and starts coughing excessively.","Crofton says, ""I don't mind.""",2,1,5,367
11T,R7,none,"John: I just want to go back to my cell, cause in my cell I can smoke. Crofton: Smoke away!",Crofton: I don't mind.,2,0,0,367
11T,R7,none,,Crofton: I don't mind.,1,0,3,367
11T,R8,none,"John has a theater audition tomorrow and Crofton is trying to help him by running some lines with him. Johns line goes, ""I just want to go back to my cell, 'cause in my cell I can smoke."" Crofton says his line, ""Smoke away!"" And John lights up a cigarette. But he inhales too much puff and starts coughing excessively.","Crofton says, ""Me too.""",5,0,0,367
11T,R8,none,"John: I just want to go back to my cell, cause in my cell I can smoke. Crofton: Smoke away!",Crofton: Me too.,4,2,2,367
11T,R8,none,,Crofton: Me too.,0,0,3,367
11T,R9,none,"John has a theater audition tomorrow and Crofton is trying to help him by running some lines with him. Johns line goes, ""I just want to go back to my cell, 'cause in my cell I can smoke."" Crofton says his line, ""Smoke away!"" And John lights up a cigarette. But he inhales too much puff and starts coughing excessively.","Crofton says, ""Maybe don’t smoke John.""",4,5,5,367
11T,R9,none,"John: I just want to go back to my cell, cause in my cell I can smoke. Crofton: Smoke away!",Crofton: Maybe don’t smoke John.,2,3,3,367
11T,R9,none,,Crofton: Maybe don’t smoke John.,2,1,4,367
12T,R1,none,"Paige blurts out one of Molly’s secrets in front of all their friends. Molly wonders how Paige knows about it and immediately realize Crofton is telling everyone about it. So she glares at Crofton, saying ""YOU ARE DEAD MEAT!"" And Crofton says, all smiley, ""I didn't know it was a big secret.""","Molly says, ""If it was a big secret I wouldn't be yelling.""",0,3,3,386
12T,R1,none,Molly: You are dead meat.  Crofton: I didn't know it was a big secret.,Molly: If it was a big secret I wouldn't be yelling.,0,4,2,386
12T,R1,none,,Molly: If it was a big secret I wouldn't be yelling.,5,0,3,386
12T,R10,none,"Paige blurts out one of Molly’s secrets in front of all their friends. Molly wonders how Paige knows about it and immediately realize Crofton is telling everyone about it. So she glares at Crofton, saying ""YOU ARE DEAD MEAT!"" And Crofton says, all smiley, ""I didn't know it was a big secret.""","Molly says, ""Well obviously you knew I wouldn't want anyone to find out.""",3,5,1,386
12T,R10,none,Molly: You are dead meat.  Crofton: I didn't know it was a big secret.,Molly: Well obviously you knew I wouldn't want anyone to find out.,1,5,0,386
12T,R10,none,,Molly: Well obviously you knew I wouldn't want anyone to find out.,2,1,0,386
12T,R11,none,"Paige blurts out one of Molly’s secrets in front of all their friends. Molly wonders how Paige knows about it and immediately realize Crofton is telling everyone about it. So she glares at Crofton, saying ""YOU ARE DEAD MEAT!"" And Crofton says, all smiley, ""I didn't know it was a big secret.""","Molly says, ""I hate you, you fucking retard.""",3,0,0,386
12T,R11,none,Molly: You are dead meat.  Crofton: I didn't know it was a big secret.,"Molly: I hate you, you fucking retard.",0,4,1,386
12T,R11,none,,"Molly: I hate you, you fucking retard.",1,1,1,386
12T,R12,none,"Paige blurts out one of Molly’s secrets in front of all their friends. Molly wonders how Paige knows about it and immediately realize Crofton is telling everyone about it. So she glares at Crofton, saying ""YOU ARE DEAD MEAT!"" And Crofton says, all smiley, ""I didn't know it was a big secret.""","Molly says, ""I told you already, its a secret please don't tell anyone.""",0,3,0,386
12T,R12,none,Molly: You are dead meat.  Crofton: I didn't know it was a big secret.,"Molly: I told you already, its a secret please don't tell anyone.",1,0,0,386
12T,R12,none,,"Molly: I told you already, its a secret please don't tell anyone.",0,0,1,386
12T,R13,none,"Paige blurts out one of Molly’s secrets in front of all their friends. Molly wonders how Paige knows about it and immediately realize Crofton is telling everyone about it. So she glares at Crofton, saying ""YOU ARE DEAD MEAT!"" And Crofton says, all smiley, ""I didn't know it was a big secret.""","Molly says, ""I told you not to tell anyone!""",4,0,1,386
12T,R13,none,Molly: You are dead meat.  Crofton: I didn't know it was a big secret.,Molly: I told you not to tell anyone!,1,1,0,386
12T,R13,none,,Molly: I told you not to tell anyone!,0,0,0,386
12T,R14,none,"Paige blurts out one of Molly’s secrets in front of all their friends. Molly wonders how Paige knows about it and immediately realize Crofton is telling everyone about it. So she glares at Crofton, saying ""YOU ARE DEAD MEAT!"" And Crofton says, all smiley, ""I didn't know it was a big secret.""","Molly says, ""I didn't either.""",4,4,3,386
12T,R14,none,Molly: You are dead meat.  Crofton: I didn't know it was a big secret.,Molly: I didn't either.,1,5,2,386
12T,R14,none,,Molly: I didn't either.,0,0,2,386
12T,R15,none,"Paige blurts out one of Molly’s secrets in front of all their friends. Molly wonders how Paige knows about it and immediately realize Crofton is telling everyone about it. So she glares at Crofton, saying ""YOU ARE DEAD MEAT!"" And Crofton says, all smiley, ""I didn't know it was a big secret.""","Molly says, ""WELL THAT'S NOT REALLY A VERY GOOD ANSWER.""",1,1,4,386
12T,R15,none,Molly: You are dead meat.  Crofton: I didn't know it was a big secret.,Molly: WELL THAT'S NOT REALLY A VERY GOOD ANSWER!,0,5,5,386
12T,R15,none,,Molly: WELL THAT'S NOT REALLY A VERY GOOD ANSWER!,2,3,1,386
12T,R16,none,"Paige blurts out one of Molly’s secrets in front of all their friends. Molly wonders how Paige knows about it and immediately realize Crofton is telling everyone about it. So she glares at Crofton, saying ""YOU ARE DEAD MEAT!"" And Crofton says, all smiley, ""I didn't know it was a big secret.""","Molly says, ""But I told you in confidence and you have revealed it to everyone else.""",3,0,0,386
12T,R16,none,Molly: You are dead meat.  Crofton: I didn't know it was a big secret.,Molly: But I told you in confidence and you have revealed it to everyone else.,0,1,3,386
12T,R16,none,,Molly: But I told you in confidence and you have revealed it to everyone else.,1,0,1,386
12T,R17,none,"Paige blurts out one of Molly’s secrets in front of all their friends. Molly wonders how Paige knows about it and immediately realize Crofton is telling everyone about it. So she glares at Crofton, saying ""YOU ARE DEAD MEAT!"" And Crofton says, all smiley, ""I didn't know it was a big secret.""","Molly says, ""Well it was, I'm not confiding anything in you in the future.""",1,0,3,386
12T,R17,none,Molly: You are dead meat.  Crofton: I didn't know it was a big secret.,"Molly: Well it was, I'm not confiding anything in you in the future.",1,2,1,386
12T,R17,none,,"Molly: Well it was, I'm not confiding anything in you in the future.",2,0,0,386
12T,R18,none,"Paige blurts out one of Molly’s secrets in front of all their friends. Molly wonders how Paige knows about it and immediately realize Crofton is telling everyone about it. So she glares at Crofton, saying ""YOU ARE DEAD MEAT!"" And Crofton says, all smiley, ""I didn't know it was a big secret.""","Molly says, ""Well it was, so I'm so angry with you. Do you have no respect?""",1,2,4,386
12T,R18,none,Molly: You are dead meat.  Crofton: I didn't know it was a big secret.,"Molly: Well it was, so I'm so angry with you. Do you have no respect?",0,2,1,386
12T,R18,none,,"Molly: Well it was, so I'm so angry with you. Do you have no respect?",1,0,0,386
